ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
-1649922181,2022-11-28 16:17:48,2022-11-28 16:18:09,Unknown,Android,Audience 1,US,North Carolina,"Stanly, North Carolina, United States",Stanfield,Unknown,male,25 - 34,1993,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,high_school,self_employed,other,white,middle_i,en,not_work,one,29341 US,28163,South,South Atlantic,8,517,Charlotte,0.69,
-288088049,2022-11-28 21:12:59,2022-11-28 21:13:36,Unknown,Web,Audience 1,US,North Carolina,"Caldwell, North Carolina, United States",Lenoir,Unknown,male,25 - 34,1990,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,married,one,university,employed_for_wages,construction,hispanic,high_ii,en,director,fivehundrendsone_to_thousand,28211 US,28645,South,South Atlantic,11,518,Greensboro-H.Point-W.Salem,0.69,
1246133112,2022-11-28 16:36:13,2022-11-28 16:37:29,Unknown,Android,Audience 1,US,North Carolina,"Martin, North Carolina, United States",Williamston,Unknown,male,25 - 34,1994,Several times a year,Several times a year,Once a year or less,Once a year or less,Several times a year,Several times a year,Once a year or less,single,one,high_school,unemployed_looking,other,black,lower_i,en,not_work,do_not_work,27892 US,27892,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.02,
-969439691,2022-11-28 21:26:47,2022-11-28 21:28:05,Unknown,iOS,Audience 1,US,North Carolina,"Stokes, North Carolina, United States",Walnut Cove,Unknown,female,16 - 17,2005,At least once a month,Once a year or less,At least once a month,Never,Several times a year,Several times a year,At least once a month,living_with_partner,zero,high_school,student,other,other,lower_i,en,not_work,do_not_work,27052 US,27052,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,1.72,
-1451469842,2022-12-06 19:26:35,2022-12-06 19:27:01,Unknown,iOS,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Carolina Beach,Unknown,male,> 54,1952,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,married,zero,university,retired,other,white,middle_i,en,not_work,do_not_work,28449 US,28428,South,South Atlantic,7,550,Wilmington,2.41,
-2408738,2022-11-28 16:12:58,2022-11-28 16:13:16,Unknown,iOS,Audience 1,US,North Carolina,"Union, North Carolina, United States",Indian Trail,Unknown,female,25 - 34,1993,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,living_with_partner,zero,postgraduate,employed_for_wages,other,white,lower_i,en,administrative_clerical,fivehundrendsone_to_thousand,28079 US,28079,South,South Atlantic,9,517,Charlotte,0.57,
1887697339,2022-11-28 21:21:03,2022-11-28 21:23:01,Unknown,Web,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Greenville,Unknown,female,45 - 54,1977,At least once a month,At least once a month,Once a year or less,Several times a year,Several times a year,Several times a year,At least once a month,separated,zero,high_school,employed_for_wages,health_care_and_social_assistance,black,lower_i,en,prefer_not_to_say,hundrendone_to_twohundrendsfifty,27858 US,27834,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.7,
-980303250,2022-11-28 16:54:28,2022-11-28 16:55:04,Unknown,iOS,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Spring Lake,Unknown,male,25 - 34,1995,At least once a week,At least once a month,At least once a month,Once a year or less,Several times a year,At least once a month,Several times a year,single,one,high_school,retired,personal_services,black,middle_i,en,not_work,do_not_work,28390 US,28390,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),1.02,
1014794052,2022-11-29 11:03:31,2022-11-29 11:04:21,Unknown,Android,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Currie,Unknown,male,18 - 24,2003,Several times a year,At least once a month,At least once a week,Once a year or less,Several times a year,At least once a week,At least once a week,single,zero,university,employed_for_wages,finance_and_insurance,black,lower_i,en,other_non_management,twohundrendfiftyone_to_fivehundrends,28345 US,28435,South,South Atlantic,7,550,Wilmington,0.58,
1020612369,2022-11-28 17:47:21,2022-11-28 17:48:25,Unknown,iOS,Audience 1,US,North Carolina,"Edgecombe, North Carolina, United States",Rocky Mount,Unknown,male,45 - 54,1974,Never,Several times a year,At least once a month,Never,Several times a year,Never,Never,divorced,one,high_school,unable_to_work,construction,white,lower_i,en,not_work,do_not_work,27537 US,27803,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.84,
-1942846365,2022-11-28 16:01:10,2022-11-28 16:02:04,Unknown,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Matthews,Unknown,male,18 - 24,2003,At least once a month,At least once a week,At least once a month,Several times a year,At least once a week,Never,Several times a year,single,zero,high_school,unemployed_looking,marketing_sales,white,lower_i,en,other_non_management,six_to_ten,28328 US,28105,South,South Atlantic,12,517,Charlotte,0.58,
-1832203937,2022-11-28 18:37:52,2022-11-28 18:38:33,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Knightdale,Unknown,female,45 - 54,1969,Never,At least once a week,At least once a week,Never,At least once a month,At least once a week,At least once a week,living_with_partner,zero,university,homemaker,homemaker,white,lower_ii,en,prefer_not_to_say,two_to_five,27545 US,27545,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),1.18,
1049071672,2022-11-28 17:09:14,2022-11-28 17:09:52,Unknown,Web,Audience 1,US,North Carolina,"Wilson, North Carolina, United States",Wilson,Unknown,female,35 - 44,1986,At least once a week,At least once a month,At least once a week,Several times a year,At least once a week,At least once a month,At least once a week,single,two,high_school,employed_for_wages,retail,white,middle_ii,en,product_manager,greater_than_fivethousands,27863 US,27893,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.59,
-1793405977,2022-11-28 21:00:31,2022-11-28 21:01:56,Unknown,Android,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,35 - 44,1985,At least once a week,At least once a month,Once a year or less,Once a year or less,At least once a month,Once a year or less,At least once a week,living_with_partner,two,high_school,unemployed_looking,homemaker,white,lower_i,en,prefer_not_to_say,two_to_five,28444 US,28209,South,South Atlantic,12,517,Charlotte,0.59,
920030933,2022-11-28 16:35:35,2022-11-28 16:36:19,Unknown,Web,Audience 1,US,North Carolina,"Caldwell, North Carolina, United States",Lenoir,Unknown,female,45 - 54,1969,Several times a year,At least once a week,Once a year or less,Several times a year,Several times a year,Several times a year,Once a year or less,separated,zero,high_school,unemployed_looking,other,asian,lower_i,en,prefer_not_to_say,do_not_work,28630 US,28645,South,South Atlantic,11,518,Greensboro-H.Point-W.Salem,1.18,
696835296,2022-11-28 16:28:45,2022-11-28 16:32:05,Unknown,Web,Audience 1,US,North Carolina,"Hoke, North Carolina, United States",Raeford,Unknown,male,35 - 44,1981,At least once a month,Several times a year,At least once a week,Several times a year,Once a year or less,At least once a month,At least once a week,married,zero,high_school,unemployed_looking,agriculture_forestry_fishing_or_hunting,black,lower_i,en,owner_partner,two_to_five,28374 US,28376,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.67,
140181456,2022-11-28 20:47:48,2022-11-28 20:48:15,Unknown,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Knightdale,Unknown,female,25 - 34,1995,At least once a month,Never,Several times a year,Once a year or less,At least once a month,Never,Once a year or less,single,one,university,employed_for_wages,government_and_public_administration,black,lower_ii,en,administrative_clerical,fivehundrendsone_to_thousand,27597 US,27545,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.84,
-931673445,2022-11-28 16:00:37,2022-11-28 16:00:58,Unknown,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Matthews,Unknown,female,45 - 54,1977,Never,Never,Never,Never,Never,Never,At least once a week,married,one,university,employed_for_wages,health_care_and_social_assistance,white,middle_ii,en,supervisor,thousandone_to_fivethousands,29101 US,28105,South,South Atlantic,12,517,Charlotte,0.7,
1935143068,2022-11-29 13:44:50,2022-11-29 13:45:14,Unknown,Android,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Hampstead,Unknown,female,45 - 54,1970,Never,Never,Never,Never,Never,Never,Never,single,zero,high_school,unable_to_work,other,white,lower_i,en,not_work,do_not_work,60411 US,28443,South,South Atlantic,7,550,Wilmington,1.18,
1006564333,2022-11-28 16:25:23,2022-11-28 16:25:55,Unknown,Web,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,25 - 34,1992,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,university,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,prefer_not_to_say,greater_than_fivethousands,28056 US,28409,South,South Atlantic,7,550,Wilmington,0.69,
674314890,2022-11-28 19:15:42,2022-11-28 19:18:03,Unknown,Android,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Mt Pleasant,Unknown,male,35 - 44,1986,Never,Several times a year,Once a year or less,Once a year or less,At least once a week,At least once a week,At least once a week,living_with_partner,zero,high_school,unemployed_looking,hotel_and_food_services,white,lower_i,en,not_work,do_not_work,28428 US,28124,South,South Atlantic,8,517,Charlotte,0.71,
1988484443,2022-12-03 22:49:17,2022-12-03 22:49:55,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Marine Corps Base Camp Lejeune,Unknown,male,18 - 24,2003,Several times a year,At least once a week,Several times a year,Several times a year,Once a year or less,At least once a month,At least once a month,single,zero,high_school,military,transportation_and_warehousing,white,lower_i,en,not_work,greater_than_fivethousands,28540 US,28547,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.58,
-985108130,2022-11-28 18:41:53,2022-11-28 18:43:16,Unknown,Android,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Oak Ridge,Unknown,male,35 - 44,1980,Once a year or less,Several times a year,Never,Once a year or less,Once a year or less,Several times a year,Several times a year,married,zero,high_school,employed_for_wages,hotel_and_food_services,black,lower_ii,en,administrative_clerical,greater_than_fivethousands,27409 US,27310,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.67,
687769282,2022-11-30 21:46:32,2022-11-30 21:46:54,Unknown,Web,Audience 1,US,North Carolina,"Henderson, North Carolina, United States",Hendersonville,Unknown,female,25 - 34,1993,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,married,three,university,employed_for_wages,hotel_and_food_services,white,lower_ii,en,middle_management,eleven_to_twentyfive,29301 US,28792,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.57,
1696675059,2022-11-28 16:02:50,2022-11-28 16:03:15,Unknown,iOS,Audience 1,US,North Carolina,"Durham, North Carolina, United States",Durham,Unknown,female,18 - 24,2000,Once a year or less,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,living_with_partner,zero,high_school,student,other,black,lower_i,en,not_work,do_not_work,27713 US,27703,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.48,
-1802675556,2022-11-28 16:10:14,2022-11-28 16:12:57,Unknown,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,45 - 54,1970,At least once a week,At least once a week,Several times a year,At least once a week,At least once a month,Several times a year,At least once a week,living_with_partner,zero,university,self_employed,personal_services,white,lower_i,en,supervisor,six_to_ten,29340 US,28202,South,South Atlantic,12,517,Charlotte,1.18,
-763159407,2022-11-28 20:00:55,2022-11-28 20:01:46,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,female,45 - 54,1968,At least once a week,At least once a week,Never,At least once a week,At least once a month,Once a year or less,Never,single,one,university,employed_for_wages,other,white,lower_ii,en,not_work,twohundrendfiftyone_to_fivehundrends,28451 US,28451,South,South Atlantic,7,550,Wilmington,1.6,
1829658384,2022-11-28 20:21:24,2022-11-28 20:21:47,Unknown,iOS,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Clemmons,Unknown,male,35 - 44,1986,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,married,one,university,employed_for_wages,finance_and_insurance,white,high_iii,en,other_non_management,thousandone_to_fivethousands,27012 US,27012,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.71,
-1613331219,2022-11-28 17:17:30,2022-11-28 17:17:52,Unknown,iOS,Audience 1,US,North Carolina,"Lee, North Carolina, United States",Sanford,Unknown,male,18 - 24,2001,At least once a month,Never,At least once a month,At least once a week,Never,At least once a week,At least once a month,prefer_not_to_say,zero,university,student,finance_and_insurance,black,lower_i,en,not_work,do_not_work,27505 US,27332,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.58,
